	GeneID	chr	strand	1stExonStart	1stExonEnd	2ndExonStart	2ndExonEnd	upstreamEE	downstreamES
4442	ENSMUSG00000059439	chr11	+	85531792	85531943	85543927	85543972	85509692	85554189
4443	ENSMUSG00000059439	chr11	+	85801784	85801952	85813999	85814065	85583994	85825201
4444	ENSMUSG00000059439	chr11	+	85801784	85801952	85822021	85822112	85583994	85825201
4445	ENSMUSG00000059439	chr11	+	85813999	85814065	85822021	85822112	85583994	85825201
4446	ENSMUSG00000020473	chr11	+	5866432	5866510	5866919	5867000	5865453	5867097
4457	ENSMUSG00000037400	chr3	+	35778024	35778141	35782511	35782601	35754410	35784506
4458	ENSMUSG00000037400	chr3	+	35798593	35798658	35800483	35800565	35795806	35805733
4459	ENSMUSG00000037400	chr3	+	35812062	35812136	35812212	35812316	35810714	35814043
4460	ENSMUSG00000037400	chr3	+	35812212	35812316	35814043	35814225	35812136	35819908
4461	ENSMUSG00000037400	chr3	+	35814043	35814225	35819908	35820112	35812316	35826944
4462	ENSMUSG00000037400	chr3	+	35849433	35849564	35855104	35855228	35839214	35856071
4465	ENSMUSG00000020486	chr11	+	87570298	87570306	87583317	87583614	87568958	87583920
4466	ENSMUSG00000027357	chr2	+	132854892	132855022	132861208	132861294	132850003	132862334
4476	ENSMUSG00000033773	chr5	+	107633062	107633131	107655156	107655310	107625968	107661480
4477	ENSMUSG00000064289	chr2	+	61613650	61613798	61626905	61627014	61593208	61627720
4478	ENSMUSG00000064289	chr2	+	61613650	61613798	61626902	61627014	61594201	61627720
4479	ENSMUSG00000064289	chr2	+	61626902	61627014	61627720	61627839	61613798	61643714
4480	ENSMUSG00000064289	chr2	+	61626905	61627014	61627720	61627839	61613798	61629284
4481	ENSMUSG00000064289	chr2	+	61626905	61627014	61627720	61627839	61613798	61643714
4482	ENSMUSG00000064289	chr2	+	61627720	61627839	61643714	61643785	61627014	61644306
4483	ENSMUSG00000064289	chr2	+	61627720	61627839	61629284	61629372	61627014	61643714
4489	ENSMUSG00000036617	chr2	+	20116972	20117053	20289893	20290041	19910279	20529958
4490	ENSMUSG00000036617	chr2	+	20289893	20290041	20529958	20530242	20117053	20661897
4491	ENSMUSG00000036617	chr2	+	20713354	20713448	20743458	20744291	20709603	20759546
4492	ENSMUSG00000036617	chr2	+	20743458	20744291	20759546	20759651	20713448	20760214
4493	ENSMUSG00000002395	chr8	+	71367497	71367693	71367769	71367848	71367369	71367958
4494	ENSMUSG00000002395	chr8	+	71367643	71367693	71367769	71367848	71367369	71367958
4495	ENSMUSG00000002395	chr8	+	71367769	71367848	71367958	71368111	71367693	71368549
4496	ENSMUSG00000002395	chr8	+	71367958	71368111	71368549	71368562	71367848	71368849
4499	ENSMUSG00000046280	chr3	+	89851608	89851750	89852366	89852486	89849673	89854530
4500	ENSMUSG00000059474	chr11	+	93905158	93905358	93908803	93908937	93886416	93910282
4501	ENSMUSG00000086003	chr11	+	94149835	94149965	94151337	94151412	94138663	94155455
4504	ENSMUSG00000078816	chr7	+	3305343	3305426	3310563	3310675	3304337	3310835
4505	ENSMUSG00000078816	chr7	+	3322339	3322431	3322516	3322579	3319719	3323455
4507	ENSMUSG00000019726	chr13	+	13687618	13687810	13696609	13696788	13684101	13698326
4508	ENSMUSG00000020873	chr11	+	95385800	95385904	95386485	95386616	95385113	95387210
4513	ENSMUSG00000026782	chr1	+	60437055	60437232	60443984	60444082	60409919	60447259
4514	ENSMUSG00000026782	chr1	+	60437055	60437232	60443984	60444082	60434410	60447259
4515	ENSMUSG00000026782	chr1	+	60438941	60438959	60443984	60444082	60437232	60448077
4516	ENSMUSG00000026782	chr1	+	60438941	60438959	60447259	60447406	60437232	60448077
4517	ENSMUSG00000026782	chr1	+	60443984	60444082	60447259	60447406	60437232	60448077
4532	ENSMUSG00000078700	chr11	+	96958852	96959024	96959339	96959451	96952728	96959553
4533	ENSMUSG00000053094	chr5	+	130238246	130238430	130240347	130240491	130236953	130241277
4535	ENSMUSG00000007379	chr3	+	103157643	103157821	103161547	103161589	103156950	103162990
4536	ENSMUSG00000052407	chr4	+	83554693	83554884	83580747	83580894	83549777	83601607
4537	ENSMUSG00000052407	chr4	+	83557898	83558030	83580747	83580894	83554884	83601607
4538	ENSMUSG00000052407	chr4	+	83620824	83620963	83635639	83635742	83604182	83655527
4539	ENSMUSG00000024817	chr19	+	30039063	30039297	30056234	30056494	30030931	30071242
4540	ENSMUSG00000024817	chr19	+	30056234	30056494	30071242	30071461	30039297	30073893
4541	ENSMUSG00000024817	chr19	+	30071242	30071461	30073893	30074003	30056494	30075083
4543	ENSMUSG00000069744	chr11	+	97706797	97706905	97711101	97711279	97703972	97712436
4548	ENSMUSG00000038664	chr9	+	66460407	66460532	66461699	66461899	66458425	66462828
4549	ENSMUSG00000038664	chr9	+	66460407	66460532	66461699	66461920	66458425	66462828
4550	ENSMUSG00000041794	chr9	+	120335597	120335740	120388111	120388333	120304200	120417139
4551	ENSMUSG00000041794	chr9	+	120422460	120422541	120424591	120424738	120422277	120427507
4552	ENSMUSG00000041794	chr9	+	120432352	120432978	120441341	120441581	120427661	120453526
4553	ENSMUSG00000041794	chr9	+	120441341	120441581	120453526	120453721	120432978	120461407
4554	ENSMUSG00000037992	chr11	+	98950244	98950795	98966346	98966495	98927910	98968044
4555	ENSMUSG00000026914	chr2	+	61720443	61720571	61722709	61722761	61711873	61760635
4556	ENSMUSG00000026914	chr2	+	61720443	61720571	61722709	61722848	61711873	61760635
4557	ENSMUSG00000026914	chr2	+	61776672	61776780	61783832	61783907	61764999	61785433
4558	ENSMUSG00000058997	chr14	+	78995085	78995163	79009163	79009279	78994568	79018606
4559	ENSMUSG00000058997	chr14	+	79038124	79038201	79056646	79056722	79026077	79058672
4571	ENSMUSG00000086509	chr2	+	147287042	147287207	147305093	147308271	147286401	147331322
4575	ENSMUSG00000056367	chr5	+	25798445	25798501	25811916	25812027	25760128	25822404
4576	ENSMUSG00000056367	chr5	+	25825107	25825215	25829525	25829669	25822500	25831610
4577	ENSMUSG00000021559	chr13	+	60696230	60696452	60716677	60716816	60602596	60718013
4578	ENSMUSG00000021559	chr13	+	60716677	60716816	60718013	60718143	60696452	60718301
4579	ENSMUSG00000021559	chr13	+	60721773	60721863	60723019	60723112	60720156	60725296
4580	ENSMUSG00000035933	chr12	+	31833181	31833386	31837194	31837356	31820206	31839754
4581	ENSMUSG00000035933	chr12	+	31919650	31919777	31920553	31920633	31900973	31925644
4582	ENSMUSG00000035933	chr12	+	31920553	31920633	31925644	31925791	31919777	31937176
4586	ENSMUSG00000051890	chr12	+	69259500	69259613	69263148	69263221	69258627	69268241
4590	ENSMUSG00000020608	chr12	+	11273993	11274111	11276259	11276365	11271871	11279604
4592	ENSMUSG00000056268	chr1	+	139101967	139102093	139133670	139133761	139081273	139139380
4593	ENSMUSG00000007029	chr17	+	35012729	35012820	35013121	35013390	35012648	35013642
4594	ENSMUSG00000037236	chr18	+	35577557	35577619	35578415	35578457	35562259	35578904
4595	ENSMUSG00000037236	chr18	+	35581169	35581295	35581596	35581722	35579318	35581918
4597	ENSMUSG00000006304	chr1	+	74254827	74255014	74255957	74256051	74251299	74262458
4601	ENSMUSG00000034793	chr11	+	102189870	102190143	102192034	102192141	102189652	102192472
4603	ENSMUSG00000021712	chr13	+	104184725	104184847	104187400	104187679	104181236	104188060
4604	ENSMUSG00000021712	chr13	+	104187400	104187679	104188060	104188243	104184847	104189662
4611	ENSMUSG00000032381	chr9	+	66133431	66133481	66136301	66136347	66132691	66138336
4612	ENSMUSG00000021596	chr13	+	76641711	76641826	76688487	76688630	76385251	76712079
4613	ENSMUSG00000021596	chr13	+	76641711	76641826	76688487	76688630	76579817	76712079
4614	ENSMUSG00000021596	chr13	+	76723667	76723779	76731770	76731809	76712159	76756985
4615	ENSMUSG00000021596	chr13	+	76891494	76891614	76925471	76925525	76827801	77020751
4616	ENSMUSG00000021596	chr13	+	76925471	76925525	77020751	77020861	76891614	77024782
4617	ENSMUSG00000021596	chr13	+	77020751	77020861	77024782	77024892	76925525	77028621
4618	ENSMUSG00000021596	chr13	+	77024782	77024892	77028621	77028719	77020861	77029879
4620	ENSMUSG00000018411	chr11	+	104287122	104287209	104289907	104289994	104282480	104294858
4621	ENSMUSG00000018411	chr11	+	104287122	104287209	104294858	104294924	104282480	104302360
4622	ENSMUSG00000032940	chr16	+	75596513	75596676	75598169	75598242	75593043	75598774
4623	ENSMUSG00000046434	chr15	+	103242379	103242472	103242643	103242718	103242298	103243624
4624	ENSMUSG00000046434	chr15	+	103242643	103242718	103243624	103243780	103242472	103243958
4625	ENSMUSG00000046434	chr15	+	103242921	103243080	103243624	103243780	103242718	103243958
4629	ENSMUSG00000000378	chr11	+	6569963	6570137	6589431	6589568	6547029	6590752
4630	ENSMUSG00000000378	chr11	+	6569963	6570137	6584519	6584603	6561241	6589431
4631	ENSMUSG00000000378	chr11	+	6585033	6585217	6589431	6589568	6570137	6590752
4632	ENSMUSG00000020525	chr11	+	85326863	85327092	85332250	85332375	85311923	85337064
4633	ENSMUSG00000060371	chr5	+	130506063	130506188	130617842	130617986	130449458	130669526
4634	ENSMUSG00000060371	chr5	+	130617842	130617986	130669526	130669639	130506188	130822872
4635	ENSMUSG00000060371	chr5	+	130669526	130669639	130822872	130823029	130617986	130839282
4640	ENSMUSG00000022253	chr15	+	9092713	9092850	9096013	9096092	9085806	9100105
4641	ENSMUSG00000022253	chr15	+	9096013	9096092	9098808	9098874	9092850	9100105
4642	ENSMUSG00000022253	chr15	+	9096013	9096092	9100105	9100202	9092850	9102982
4643	ENSMUSG00000022253	chr15	+	9100105	9100202	9102982	9103038	9096092	9103325
4649	ENSMUSG00000051048	chr7	+	100313205	100313365	100314607	100314670	100310851	100317041
4653	ENSMUSG00000044712	chr12	+	73293698	73293799	73310144	73310197	73292233	73318976
4659	ENSMUSG00000026587	chr1	+	158520443	158520528	158572951	158573026	158511122	158579580
4660	ENSMUSG00000026587	chr1	+	158572951	158573026	158579580	158579718	158520528	158580210
4662	ENSMUSG00000010021	chr11	+	114787499	114787633	114787827	114787909	114786853	114788073
4663	ENSMUSG00000010021	chr11	+	114787499	114787633	114787827	114787933	114786853	114788073
4665	ENSMUSG00000043153	chr12	+	36390345	36390622	36426288	36426438	36382024	36473101
4672	ENSMUSG00000039068	chr3	+	152422617	152422771	152427276	152428832	152420140	152446798
4673	ENSMUSG00000039068	chr3	+	152422617	152422771	152446628	152446689	152420140	152446798
4674	ENSMUSG00000039068	chr3	+	152422617	152422771	152446798	152446937	152420140	152448778
4675	ENSMUSG00000039068	chr3	+	152427276	152428832	152446628	152446689	152420140	152446798
4676	ENSMUSG00000039068	chr3	+	152427276	152428832	152437737	152437890	152422771	152446798
4677	ENSMUSG00000039068	chr3	+	152427276	152428832	152446628	152446689	152422771	152446798
4678	ENSMUSG00000039068	chr3	+	152427276	152428832	152446798	152446937	152422771	152448778
4679	ENSMUSG00000039068	chr3	+	152437737	152437890	152446628	152446689	152422771	152446798
4681	ENSMUSG00000029797	chr6	+	48481236	48481316	48482653	48482823	48481129	48483294
4684	ENSMUSG00000020755	chr11	+	115938009	115938057	115951966	115952009	115933781	115957360
4685	ENSMUSG00000020755	chr11	+	115938009	115938057	115951966	115952009	115935475	115957360
4686	ENSMUSG00000020755	chr11	+	115951966	115952009	115957360	115957449	115938057	115960499
4687	ENSMUSG00000020755	chr11	+	115957360	115957449	115960499	115960591	115952009	115961355
4688	ENSMUSG00000020755	chr11	+	115960499	115960591	115961355	115961416	115957449	115961738
4690	ENSMUSG00000039108	chr2	+	180028957	180029074	180031793	180031871	180028035	180032060
4692	ENSMUSG00000020778	chr11	+	116204844	116204979	116205610	116205768	116198983	116214838
4693	ENSMUSG00000001985	chr4	+	125659688	125659802	125670552	125670756	125656395	125685993
4696	ENSMUSG00000043857	chr11	+	116923339	116923452	116931622	116931770	116919543	116944864
4697	ENSMUSG00000043857	chr11	+	116978061	116978208	116978363	116978480	116977836	116983591
4698	ENSMUSG00000039307	chr11	+	121214759	121214924	121215170	121215335	121214070	121216892
4699	ENSMUSG00000039307	chr11	+	121214759	121214924	121216892	121217076	121214070	121218087
4700	ENSMUSG00000039307	chr11	+	121221235	121221337	121221500	121221590	121221161	121222212
4706	ENSMUSG00000024789	chr19	+	29288673	29288801	29291166	29291301	29288087	29294855
4707	ENSMUSG00000024789	chr19	+	29288673	29288801	29294855	29294943	29288087	29295641
4708	ENSMUSG00000024789	chr19	+	29291166	29291301	29294855	29294943	29288801	29295641
4709	ENSMUSG00000030447	chr7	+	55897824	55897972	55898237	55898391	55896815	55899914
4710	ENSMUSG00000052738	chr6	+	73256170	73256274	73260474	73260591	73248753	73263807
4715	ENSMUSG00000028182	chr3	+	155114410	155114544	155129336	155129499	155101288	155163909
4716	ENSMUSG00000071424	chr6	+	63503291	63503447	63908865	63909150	63256944	63930906
4718	ENSMUSG00000029364	chr5	+	117371088	117371220	117374112	117374213	117370935	117375768
4719	ENSMUSG00000046613	chr16	+	20591379	20591550	20594179	20594399	20591300	20594566
4720	ENSMUSG00000002833	chr17	+	56082276	56082415	56093521	56093722	56082176	56096016
4721	ENSMUSG00000002833	chr17	+	56093521	56093722	56096016	56096130	56082415	56096204
4731	ENSMUSG00000020978	chr12	+	69305782	69305841	69307617	69307690	69305708	69308957
4732	ENSMUSG00000020978	chr12	+	69307617	69307690	69308957	69309045	69307299	69309986
4733	ENSMUSG00000020978	chr12	+	69308957	69309045	69309986	69310039	69307690	69310152
4734	ENSMUSG00000034813	chr10	+	120038598	120038793	120049350	120049507	120038430	120050004
4736	ENSMUSG00000071454	chr12	+	3591905	3591986	3617605	3617691	3589238	3632809
4737	ENSMUSG00000071454	chr12	+	3591905	3591986	3617605	3617691	3589238	3643916
4738	ENSMUSG00000071454	chr12	+	3596648	3596862	3617605	3617691	3591986	3632809
4739	ENSMUSG00000071454	chr12	+	3596648	3596862	3617605	3617691	3591986	3643916
4740	ENSMUSG00000071454	chr12	+	3596648	3596862	3632809	3632964	3591986	3643916
4741	ENSMUSG00000071454	chr12	+	3617605	3617691	3632809	3632964	3591986	3643916
4742	ENSMUSG00000071454	chr12	+	3617605	3617691	3632809	3632964	3596862	3643916
4743	ENSMUSG00000071454	chr12	+	3632809	3632964	3643916	3644022	3596862	3648222
4744	ENSMUSG00000071454	chr12	+	3632809	3632964	3643916	3644022	3617691	3648222
4745	ENSMUSG00000071454	chr12	+	3718411	3718489	3734938	3735026	3686862	3748424
4746	ENSMUSG00000071454	chr12	+	3734938	3735026	3748424	3748510	3718489	3749469
4747	ENSMUSG00000071454	chr12	+	3751810	3751907	3754095	3754116	3735026	3772586
4748	ENSMUSG00000071454	chr12	+	3751810	3751907	3754095	3754116	3749583	3772586
4749	ENSMUSG00000071454	chr12	+	3773550	3773640	3774569	3774610	3772746	3779618
4750	ENSMUSG00000071454	chr12	+	3773550	3773640	3776058	3776109	3772746	3779618
4751	ENSMUSG00000071454	chr12	+	3773550	3773640	3779618	3779654	3772746	3781105
4752	ENSMUSG00000071454	chr12	+	3774569	3774610	3776058	3776109	3772746	3779618
4753	ENSMUSG00000071454	chr12	+	3774569	3774610	3776058	3776109	3773640	3779618
4754	ENSMUSG00000020657	chr12	+	4096212	4096377	4103053	4103214	4089203	4106801
4755	ENSMUSG00000020657	chr12	+	4097223	4097346	4103053	4103214	4096377	4106801
4757	ENSMUSG00000022064	chr14	+	99196348	99196451	99210939	99211070	99187808	99221558
4758	ENSMUSG00000022064	chr14	+	99210939	99211070	99221558	99221643	99196451	99242838
4759	ENSMUSG00000015222	chr1	+	66251661	66251712	66322403	66322468	66175495	66362202
4760	ENSMUSG00000015222	chr1	+	66251661	66251712	66362202	66362280	66175495	66380488
4761	ENSMUSG00000015222	chr1	+	66322403	66322468	66362202	66362280	66251712	66380488
4762	ENSMUSG00000015222	chr1	+	66322403	66322468	66380488	66380773	66251712	66399388
4763	ENSMUSG00000015222	chr1	+	66362202	66362280	66380488	66380773	66322468	66399388
4764	ENSMUSG00000015222	chr1	+	66412406	66416147	66416343	66416550	66401521	66416731
4765	ENSMUSG00000015222	chr1	+	66416343	66416550	66416731	66416866	66416147	66420134
4767	ENSMUSG00000021428	chr13	+	38043908	38043978	38045272	38045315	38043141	38047244
4768	ENSMUSG00000004562	chr14	+	52003653	52003758	52003972	52004116	52002462	52004611
4769	ENSMUSG00000024480	chr18	+	46754370	46754462	46779187	46779259	46742081	46780660
4770	ENSMUSG00000024480	chr18	+	46758002	46758114	46779187	46779259	46754462	46780660
4771	ENSMUSG00000024480	chr18	+	46758002	46758114	46780660	46780768	46754462	46789896
4773	ENSMUSG00000033768	chr19	+	6443630	6443648	6448254	6448284	6428778	6454978
4774	ENSMUSG00000033768	chr19	+	6448254	6448284	6450527	6450599	6443648	6454978
4775	ENSMUSG00000033768	chr19	+	6448254	6448284	6463823	6463847	6443648	6472257
4776	ENSMUSG00000033768	chr19	+	6448254	6448284	6463823	6463868	6443648	6472257
4777	ENSMUSG00000033768	chr19	+	6454978	6455280	6472257	6472419	6448284	6473317
4778	ENSMUSG00000033768	chr19	+	6516922	6517248	6519248	6519327	6509949	6531267
4779	ENSMUSG00000033768	chr19	+	6516922	6517248	6519248	6519327	6509949	6542340
4780	ENSMUSG00000020571	chr12	+	17273944	17274002	17274383	17274510	17270537	17277197
4782	ENSMUSG00000041020	chrX	+	159460266	159460365	159462113	159462224	159459483	159469962
4783	ENSMUSG00000019794	chr10	+	7743555	7743736	7748775	7748897	7741565	7751543
4784	ENSMUSG00000000056	chr11	+	121249128	121249192	121250292	121250430	121247055	121250759
4787	ENSMUSG00000024130	chr17	+	24392887	24392986	24396449	24396636	24387586	24397285
4788	ENSMUSG00000024130	chr17	+	24396449	24396636	24397285	24397589	24392986	24398334
4789	ENSMUSG00000024130	chr17	+	24397285	24397589	24398334	24398608	24396636	24399884
4790	ENSMUSG00000027523	chr2	+	174334211	174334284	174343199	174343297	174330434	174345074
4791	ENSMUSG00000020646	chr12	+	24878190	24878336	24882716	24882794	24831774	24924198
4792	ENSMUSG00000020646	chr12	+	24878190	24878336	24934566	24934622	24831774	24939293
4793	ENSMUSG00000020646	chr12	+	24882716	24882794	24924198	24924294	24831774	24934566
4794	ENSMUSG00000020646	chr12	+	24882716	24882794	24924198	24924294	24878336	24934566
4795	ENSMUSG00000020646	chr12	+	24882716	24882794	24939293	24939348	24878336	24946505
4796	ENSMUSG00000020646	chr12	+	24924198	24924294	24934566	24934622	24882794	24939293
4799	ENSMUSG00000050321	chr18	+	86461041	86461083	86461199	86461327	86404888	86473614
4804	ENSMUSG00000045038	chr17	+	86619891	86620030	86625324	86625513	86559305	86630060
4808	ENSMUSG00000034543	chr11	+	3650307	3650447	3658671	3658725	3650146	3661828
4809	ENSMUSG00000034543	chr11	+	3685384	3685526	3685657	3685882	3684892	3685975
4810	ENSMUSG00000029913	chr6	+	65886084	65886178	65927916	65928021	65831371	65935969
4812	ENSMUSG00000020598	chr12	+	44387899	44388055	44456624	44456702	44329096	44532457
